,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit,Shipping Time,Category,Sub-Category,Product Name,Segment,Country,City,State,Postal Code,Region
29,CA-2014-101476,1970-01-01 00:23:30.480,1970-01-01 00:23:30.570,First Class,SD-20485,TEC-MA-10000029,69.99,1,0.0,30.0957,0 days 00:00:00.090000,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Home Office,United States,Midland,Michigan,48640,Central
30,CA-2016-147375,1970-01-01 00:24:25.690,1970-01-01 00:24:25.860,Second Class,PO-19180,TEC-MA-10002937,1007.979,3,0.3,43.1991,0 days 00:00:00.170000,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Home Office,United States,Chicago,Illinois,60623,Central
31,CA-2016-147375,1970-01-01 00:24:25.690,1970-01-01 00:24:25.860,Second Class,PO-19180,TEC-MA-10002937,1007.979,3,0.3,43.1991,0 days 00:00:00.170000,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Home Office,United States,New York City,New York,10011,East
32,CA-2016-147375,1970-01-01 00:24:25.690,1970-01-01 00:24:25.860,Second Class,PO-19180,TEC-MA-10002937,1007.979,3,0.3,43.1991,0 days 00:00:00.170000,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Home Office,United States,Seattle,Washington,98115,West
33,CA-2016-147375,1970-01-01 00:24:25.690,1970-01-01 00:24:25.860,Second Class,PO-19180,TEC-MA-10002937,1007.979,3,0.3,43.1991,0 days 00:00:00.170000,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Home Office,United States,Houston,Texas,77095,Central
34,CA-2016-147375,1970-01-01 00:24:25.690,1970-01-01 00:24:25.860,Second Class,PO-19180,TEC-MA-10002937,1007.979,3,0.3,43.1991,0 days 00:00:00.170000,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Home Office,United States,Roseville,Minnesota,55113,Central
35,CA-2016-147375,1970-01-01 00:24:25.690,1970-01-01 00:24:25.860,Second Class,PO-19180,TEC-MA-10002937,1007.979,3,0.3,43.1991,0 days 00:00:00.170000,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Home Office,United States,Seattle,Washington,98103,West
36,CA-2016-147375,1970-01-01 00:24:25.690,1970-01-01 00:24:25.860,Second Class,PO-19180,TEC-MA-10002937,1007.979,3,0.3,43.1991,0 days 00:00:00.170000,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Home Office,United States,New York City,New York,10035,East
37,CA-2016-147375,1970-01-01 00:24:25.690,1970-01-01 00:24:25.860,Second Class,PO-19180,TEC-MA-10002937,1007.979,3,0.3,43.1991,0 days 00:00:00.170000,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Home Office,United States,Kenosha,Wisconsin,53142,Central
38,CA-2016-147375,1970-01-01 00:24:25.690,1970-01-01 00:24:25.860,Second Class,PO-19180,TEC-MA-10002937,1007.979,3,0.3,43.1991,0 days 00:00:00.170000,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Home Office,United States,Louisville,Colorado,80027,West
39,US-2017-168116,1970-01-01 00:25:09.750,1970-01-01 00:25:09.750,Same Day,GT-14635,TEC-MA-10004125,7999.98,4,0.5,-3839.9904,0 days 00:00:00,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,Corporate,United States,Burlington,North Carolina,27217,South
40,US-2017-168116,1970-01-01 00:25:09.750,1970-01-01 00:25:09.750,Same Day,GT-14635,TEC-MA-10004125,7999.98,4,0.5,-3839.9904,0 days 00:00:00,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,Corporate,United States,Long Beach,New York,11561,East
41,US-2017-168116,1970-01-01 00:25:09.750,1970-01-01 00:25:09.750,Same Day,GT-14635,TEC-MA-10004125,7999.98,4,0.5,-3839.9904,0 days 00:00:00,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,Corporate,United States,New York City,New York,10009,East
42,CA-2016-165316,1970-01-01 00:24:29.230,1970-01-01 00:24:29.580,Standard Class,JB-15400,TEC-MA-10004002,265.475,1,0.5,-111.4995,0 days 00:00:00.350000,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Corporate,United States,Chicago,Illinois,60623,Central
43,CA-2016-165316,1970-01-01 00:24:29.230,1970-01-01 00:24:29.580,Standard Class,JB-15400,TEC-MA-10004002,265.475,1,0.5,-111.4995,0 days 00:00:00.350000,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Corporate,United States,Tampa,Florida,33614,South
44,CA-2016-165316,1970-01-01 00:24:29.230,1970-01-01 00:24:29.580,Standard Class,JB-15400,TEC-MA-10004002,265.475,1,0.5,-111.4995,0 days 00:00:00.350000,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Corporate,United States,Los Angeles,California,90008,West
45,CA-2016-165316,1970-01-01 00:24:29.230,1970-01-01 00:24:29.580,Standard Class,JB-15400,TEC-MA-10004002,265.475,1,0.5,-111.4995,0 days 00:00:00.350000,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Corporate,United States,Bristol,Connecticut,6010,East
46,CA-2016-165316,1970-01-01 00:24:29.230,1970-01-01 00:24:29.580,Standard Class,JB-15400,TEC-MA-10004002,265.475,1,0.5,-111.4995,0 days 00:00:00.350000,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Corporate,United States,Sunnyvale,California,94086,West
47,CA-2016-165316,1970-01-01 00:24:29.230,1970-01-01 00:24:29.580,Standard Class,JB-15400,TEC-MA-10004002,265.475,1,0.5,-111.4995,0 days 00:00:00.350000,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Corporate,United States,New York City,New York,10009,East
48,CA-2016-165316,1970-01-01 00:24:29.230,1970-01-01 00:24:29.580,Standard Class,JB-15400,TEC-MA-10004002,265.475,1,0.5,-111.4995,0 days 00:00:00.350000,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Corporate,United States,Lawrence,Massachusetts,1841,East
49,CA-2016-165316,1970-01-01 00:24:29.230,1970-01-01 00:24:29.580,Standard Class,JB-15400,TEC-MA-10004002,265.475,1,0.5,-111.4995,0 days 00:00:00.350000,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Corporate,United States,Rockford,Illinois,61107,Central
50,CA-2016-165316,1970-01-01 00:24:29.230,1970-01-01 00:24:29.580,Standard Class,JB-15400,TEC-MA-10004002,265.475,1,0.5,-111.4995,0 days 00:00:00.350000,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Corporate,United States,Milwaukee,Wisconsin,53209,Central
51,CA-2016-165316,1970-01-01 00:24:29.230,1970-01-01 00:24:29.580,Standard Class,JB-15400,TEC-MA-10004002,265.475,1,0.5,-111.4995,0 days 00:00:00.350000,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Corporate,United States,Los Angeles,California,90049,West
52,CA-2017-159366,1970-01-01 00:24:43.750,1970-01-01 00:24:44.010,First Class,BW-11110,TEC-MA-10000822,3059.982,2,0.1,679.996,0 days 00:00:00.260000,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,Corporate,United States,Milwaukee,Wisconsin,53209,Central
53,CA-2017-159366,1970-01-01 00:24:43.750,1970-01-01 00:24:44.010,First Class,BW-11110,TEC-MA-10000822,3059.982,2,0.1,679.996,0 days 00:00:00.260000,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,Corporate,United States,Detroit,Michigan,48205,Central
54,CA-2017-159366,1970-01-01 00:24:43.750,1970-01-01 00:24:44.010,First Class,BW-11110,TEC-MA-10000822,3059.982,2,0.1,679.996,0 days 00:00:00.260000,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,Corporate,United States,Houston,Texas,77070,Central
55,CA-2017-159366,1970-01-01 00:24:43.750,1970-01-01 00:24:44.010,First Class,BW-11110,TEC-MA-10000822,3059.982,2,0.1,679.996,0 days 00:00:00.260000,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,Corporate,United States,Spokane,Washington,99207,West
56,CA-2017-159366,1970-01-01 00:24:43.750,1970-01-01 00:24:44.010,First Class,BW-11110,TEC-MA-10000822,3059.982,2,0.1,679.996,0 days 00:00:00.260000,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,Corporate,United States,New York City,New York,10024,East
57,CA-2017-159366,1970-01-01 00:24:43.750,1970-01-01 00:24:44.010,First Class,BW-11110,TEC-MA-10000822,3059.982,2,0.1,679.996,0 days 00:00:00.260000,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,Corporate,United States,San Diego,California,92105,West
58,CA-2017-159366,1970-01-01 00:24:43.750,1970-01-01 00:24:44.010,First Class,BW-11110,TEC-MA-10000822,3059.982,2,0.1,679.996,0 days 00:00:00.260000,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,Corporate,United States,Greensboro,North Carolina,27405,South
59,CA-2014-146969,1970-01-01 00:23:31.950,1970-01-01 00:23:32.290,Standard Class,AP-10915,TEC-MA-10004241,686.32,2,0.2,223.054,0 days 00:00:00.340000,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,Consumer,United States,Palm Coast,Florida,32137,South
60,CA-2014-146969,1970-01-01 00:23:31.950,1970-01-01 00:23:32.290,Standard Class,AP-10915,TEC-MA-10004241,686.32,2,0.2,223.054,0 days 00:00:00.340000,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,Consumer,United States,Los Angeles,California,90045,West
61,CA-2014-146969,1970-01-01 00:23:31.950,1970-01-01 00:23:32.290,Standard Class,AP-10915,TEC-MA-10004241,686.32,2,0.2,223.054,0 days 00:00:00.340000,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,Consumer,United States,Seattle,Washington,98105,West
62,CA-2014-146969,1970-01-01 00:23:31.950,1970-01-01 00:23:32.290,Standard Class,AP-10915,TEC-MA-10004241,686.32,2,0.2,223.054,0 days 00:00:00.340000,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,Consumer,United States,Fort Collins,Colorado,80525,West
63,CA-2014-146969,1970-01-01 00:23:31.950,1970-01-01 00:23:32.290,Standard Class,AP-10915,TEC-MA-10004241,686.32,2,0.2,223.054,0 days 00:00:00.340000,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,Consumer,United States,Rock Hill,South Carolina,29730,South
64,CA-2014-146969,1970-01-01 00:23:31.950,1970-01-01 00:23:32.290,Standard Class,AP-10915,TEC-MA-10004241,686.32,2,0.2,223.054,0 days 00:00:00.340000,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,Consumer,United States,Columbus,Georgia,31907,South
65,CA-2014-146969,1970-01-01 00:23:31.950,1970-01-01 00:23:32.290,Standard Class,AP-10915,TEC-MA-10004241,686.32,2,0.2,223.054,0 days 00:00:00.340000,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,Consumer,United States,Henderson,Kentucky,42420,South
66,CA-2014-146969,1970-01-01 00:23:31.950,1970-01-01 00:23:32.290,Standard Class,AP-10915,TEC-MA-10004241,686.32,2,0.2,223.054,0 days 00:00:00.340000,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,Consumer,United States,Los Angeles,California,90008,West
67,CA-2014-146969,1970-01-01 00:23:31.950,1970-01-01 00:23:32.290,Standard Class,AP-10915,TEC-MA-10004241,686.32,2,0.2,223.054,0 days 00:00:00.340000,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,Consumer,United States,Denver,Colorado,80219,West
68,CA-2016-133711,1970-01-01 00:24:40.120,1970-01-01 00:24:40.380,First Class,MC-17425,TEC-MA-10000010,3040.0,8,0.0,1459.2,0 days 00:00:00.260000,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Corporate,United States,Mobile,Alabama,36608,South
69,CA-2016-133711,1970-01-01 00:24:40.120,1970-01-01 00:24:40.380,First Class,MC-17425,TEC-MA-10000010,3040.0,8,0.0,1459.2,0 days 00:00:00.260000,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Corporate,United States,Houston,Texas,77036,Central
70,CA-2016-133711,1970-01-01 00:24:40.120,1970-01-01 00:24:40.380,First Class,MC-17425,TEC-MA-10000010,3040.0,8,0.0,1459.2,0 days 00:00:00.260000,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Corporate,United States,New York City,New York,10035,East
71,CA-2016-133711,1970-01-01 00:24:40.120,1970-01-01 00:24:40.380,First Class,MC-17425,TEC-MA-10000010,3040.0,8,0.0,1459.2,0 days 00:00:00.260000,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Corporate,United States,Portland,Oregon,97206,West
72,CA-2016-133711,1970-01-01 00:24:40.120,1970-01-01 00:24:40.380,First Class,MC-17425,TEC-MA-10000010,3040.0,8,0.0,1459.2,0 days 00:00:00.260000,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Corporate,United States,Chicago,Illinois,60623,Central
73,CA-2016-134208,1970-01-01 00:24:34.070,1970-01-01 00:24:34.590,Standard Class,CS-12505,TEC-MA-10004458,396.0,4,0.0,190.08,0 days 00:00:00.520000,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,Consumer,United States,Thomasville,North Carolina,27360,South
74,CA-2016-134208,1970-01-01 00:24:34.070,1970-01-01 00:24:34.590,Standard Class,CS-12505,TEC-MA-10004458,396.0,4,0.0,190.08,0 days 00:00:00.520000,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,Consumer,United States,Columbus,Georgia,31907,South
75,CA-2016-134208,1970-01-01 00:24:34.070,1970-01-01 00:24:34.590,Standard Class,CS-12505,TEC-MA-10004458,396.0,4,0.0,190.08,0 days 00:00:00.520000,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,Consumer,United States,San Francisco,California,94122,West
76,CA-2016-134208,1970-01-01 00:24:34.070,1970-01-01 00:24:34.590,Standard Class,CS-12505,TEC-MA-10004458,396.0,4,0.0,190.08,0 days 00:00:00.520000,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,Consumer,United States,Los Angeles,California,90036,West
77,CA-2016-134208,1970-01-01 00:24:34.070,1970-01-01 00:24:34.590,Standard Class,CS-12505,TEC-MA-10004458,396.0,4,0.0,190.08,0 days 00:00:00.520000,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,Consumer,United States,Lancaster,Ohio,43130,East
78,CA-2016-134208,1970-01-01 00:24:34.070,1970-01-01 00:24:34.590,Standard Class,CS-12505,TEC-MA-10004458,396.0,4,0.0,190.08,0 days 00:00:00.520000,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,Consumer,United States,Pomona,California,91767,West
79,CA-2017-162691,1970-01-01 00:25:01.550,1970-01-01 00:25:02.060,Standard Class,AS-10045,TEC-MA-10000488,1439.982,3,0.4,-263.9967,0 days 00:00:00.510000,Technology,Machines,Bady BDG101FRU Card Printer,Corporate,United States,Jacksonville,North Carolina,28540,South
80,CA-2017-162691,1970-01-01 00:25:01.550,1970-01-01 00:25:02.060,Standard Class,AS-10045,TEC-MA-10000488,1439.982,3,0.4,-263.9967,0 days 00:00:00.510000,Technology,Machines,Bady BDG101FRU Card Printer,Corporate,United States,Arlington,Virginia,22204,South
81,CA-2017-162691,1970-01-01 00:25:01.550,1970-01-01 00:25:02.060,Standard Class,AS-10045,TEC-MA-10000488,1439.982,3,0.4,-263.9967,0 days 00:00:00.510000,Technology,Machines,Bady BDG101FRU Card Printer,Corporate,United States,Austin,Texas,78745,Central
82,CA-2017-162691,1970-01-01 00:25:01.550,1970-01-01 00:25:02.060,Standard Class,AS-10045,TEC-MA-10000488,1439.982,3,0.4,-263.9967,0 days 00:00:00.510000,Technology,Machines,Bady BDG101FRU Card Printer,Corporate,United States,Pasadena,California,91104,West
83,CA-2017-162691,1970-01-01 00:25:01.550,1970-01-01 00:25:02.060,Standard Class,AS-10045,TEC-MA-10000488,1439.982,3,0.4,-263.9967,0 days 00:00:00.510000,Technology,Machines,Bady BDG101FRU Card Printer,Corporate,United States,New York City,New York,10035,East
84,CA-2017-162691,1970-01-01 00:25:01.550,1970-01-01 00:25:02.060,Standard Class,AS-10045,TEC-MA-10000488,1439.982,3,0.4,-263.9967,0 days 00:00:00.510000,Technology,Machines,Bady BDG101FRU Card Printer,Corporate,United States,Redmond,Oregon,97756,West
85,CA-2017-162691,1970-01-01 00:25:01.550,1970-01-01 00:25:02.060,Standard Class,AS-10045,TEC-MA-10000488,1439.982,3,0.4,-263.9967,0 days 00:00:00.510000,Technology,Machines,Bady BDG101FRU Card Printer,Corporate,United States,San Francisco,California,94110,West
86,CA-2017-121503,1970-01-01 00:24:59.040,1970-01-01 00:24:59.300,Second Class,FH-14275,TEC-MA-10003674,597.132,3,0.4,49.761,0 days 00:00:00.260000,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,Corporate,United States,La Porte,Indiana,46350,Central
87,CA-2017-121503,1970-01-01 00:24:59.040,1970-01-01 00:24:59.300,Second Class,FH-14275,TEC-MA-10003674,597.132,3,0.4,49.761,0 days 00:00:00.260000,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,Corporate,United States,Los Angeles,California,90004,West
88,CA-2017-121503,1970-01-01 00:24:59.040,1970-01-01 00:24:59.300,Second Class,FH-14275,TEC-MA-10003674,597.132,3,0.4,49.761,0 days 00:00:00.260000,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,Corporate,United States,Houston,Texas,77041,Central
89,CA-2017-121503,1970-01-01 00:24:59.040,1970-01-01 00:24:59.300,Second Class,FH-14275,TEC-MA-10003674,597.132,3,0.4,49.761,0 days 00:00:00.260000,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,Corporate,United States,New York City,New York,10024,East
90,CA-2017-121503,1970-01-01 00:24:59.040,1970-01-01 00:24:59.300,Second Class,FH-14275,TEC-MA-10003674,597.132,3,0.4,49.761,0 days 00:00:00.260000,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,Corporate,United States,Philadelphia,Pennsylvania,19120,East
91,CA-2017-121503,1970-01-01 00:24:59.040,1970-01-01 00:24:59.300,Second Class,FH-14275,TEC-MA-10003674,597.132,3,0.4,49.761,0 days 00:00:00.260000,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,Corporate,United States,Newport News,Virginia,23602,South
